epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,221.361,1.48317,1.46852,1.0782,0.78553,0.66185,0.70623,0.42213,1.18545,0.7436,0.97548,0.00199219,0.000664062,0.00199219,0.000664062,0.00199219,0.000664062,0.00199219,0.000664062
2,414.994,1.27917,0.78694,0.99214,0.80998,0.70119,0.74716,0.46002,1.11952,0.68193,0.95217,0.0038341,0.00127803,0.0038341,0.00127803,0.0038341,0.00127803,0.0038341,0.00127803
3,600,1.25419,0.74657,0.97379,0.82292,0.70806,0.7597,0.46879,1.12301,0.68122,0.94132,0.00551761,0.0018392,0.00551761,0.0018392,0.00551761,0.0018392,0.00551761,0.0018392
4,782.447,1.24378,0.73681,0.97272,0.8246,0.71867,0.77018,0.48398,1.08599,0.65527,0.94172,0.0052872,0.0017624,0.0052872,0.0017624,0.0052872,0.0017624,0.0052872,0.0017624
5,964.329,1.2168,0.71623,0.95818,0.82789,0.72287,0.77582,0.4909,1.07624,0.64876,0.9354,0.0050496,0.0016832,0.0050496,0.0016832,0.0050496,0.0016832,0.0050496,0.0016832
6,1146.48,1.19188,0.69486,0.95531,0.83229,0.73517,0.78402,0.5029,1.05325,0.63287,0.92945,0.004812,0.001604,0.004812,0.001604,0.004812,0.001604,0.004812,0.001604
7,1328.17,1.17945,0.69097,0.95298,0.8339,0.7335,0.78416,0.50289,1.05458,0.62687,0.93342,0.0045744,0.0015248,0.0045744,0.0015248,0.0045744,0.0015248,0.0045744,0.0015248
8,1510.1,1.16593,0.67868,0.9484,0.83814,0.73914,0.78926,0.50776,1.04514,0.61504,0.93246,0.0043368,0.0014456,0.0043368,0.0014456,0.0043368,0.0014456,0.0043368,0.0014456
9,1691.65,1.14923,0.66861,0.94504,0.84182,0.73439,0.79092,0.51105,1.03554,0.61044,0.92693,0.0040992,0.0013664,0.0040992,0.0013664,0.0040992,0.0013664,0.0040992,0.0013664
10,1873.43,1.14778,0.66483,0.94721,0.85134,0.74569,0.79737,0.51701,1.02021,0.60052,0.92381,0.0038616,0.0012872,0.0038616,0.0012872,0.0038616,0.0012872,0.0038616,0.0012872
11,2054.91,1.12887,0.65333,0.94073,0.84349,0.74644,0.79805,0.51717,1.02421,0.6059,0.92678,0.003624,0.001208,0.003624,0.001208,0.003624,0.001208,0.003624,0.001208
12,2236.08,1.11776,0.64438,0.93699,0.84711,0.75516,0.80489,0.52781,1.00697,0.58677,0.91817,0.0033864,0.0011288,0.0033864,0.0011288,0.0033864,0.0011288,0.0033864,0.0011288
13,2417.4,1.11046,0.63709,0.93491,0.83968,0.74777,0.79672,0.51804,1.02315,0.6018,0.93117,0.0031488,0.0010496,0.0031488,0.0010496,0.0031488,0.0010496,0.0031488,0.0010496
14,2598.78,1.11538,0.63993,0.93574,0.84966,0.75152,0.80345,0.52542,1.00565,0.59129,0.92167,0.0029112,0.0009704,0.0029112,0.0009704,0.0029112,0.0009704,0.0029112,0.0009704
15,2779.96,1.10719,0.63151,0.9316,0.84625,0.75629,0.80649,0.52735,1.00441,0.58662,0.92377,0.0026736,0.0008912,0.0026736,0.0008912,0.0026736,0.0008912,0.0026736,0.0008912
16,2958.9,1.0409,0.61519,0.93886,0.85336,0.74818,0.80311,0.52863,0.99941,0.58981,0.91758,0.002436,0.000812,0.002436,0.000812,0.002436,0.000812,0.002436,0.000812
17,3137.39,1.03225,0.60707,0.93827,0.84759,0.75456,0.80441,0.52986,0.98875,0.58657,0.91659,0.0021984,0.0007328,0.0021984,0.0007328,0.0021984,0.0007328,0.0021984,0.0007328
18,3315.91,1.02144,0.60177,0.93311,0.85418,0.758,0.80949,0.53607,0.98333,0.57567,0.91377,0.0019608,0.0006536,0.0019608,0.0006536,0.0019608,0.0006536,0.0019608,0.0006536
19,3494.31,1.01551,0.59012,0.93123,0.85288,0.75901,0.81105,0.53704,0.98755,0.57433,0.91575,0.0017232,0.0005744,0.0017232,0.0005744,0.0017232,0.0005744,0.0017232,0.0005744
20,3672.55,1.01055,0.58412,0.92795,0.85678,0.75605,0.80977,0.53613,0.9844,0.57735,0.91677,0.0014856,0.0004952,0.0014856,0.0004952,0.0014856,0.0004952,0.0014856,0.0004952
21,3850.28,0.99961,0.57607,0.92819,0.85823,0.75777,0.81021,0.53962,0.97515,0.57141,0.91462,0.001248,0.000416,0.001248,0.000416,0.001248,0.000416,0.001248,0.000416
22,4028.95,0.99602,0.5735,0.92317,0.85747,0.75999,0.81012,0.54194,0.96894,0.56356,0.9129,0.0010104,0.0003368,0.0010104,0.0003368,0.0010104,0.0003368,0.0010104,0.0003368
23,4207.21,0.9858,0.56843,0.9229,0.85812,0.75967,0.81148,0.5433,0.96527,0.56204,0.91246,0.0007728,0.0002576,0.0007728,0.0002576,0.0007728,0.0002576,0.0007728,0.0002576
24,4385.55,0.98603,0.56086,0.92448,0.8578,0.76318,0.81418,0.54434,0.96359,0.56024,0.91145,0.0005352,0.0001784,0.0005352,0.0001784,0.0005352,0.0001784,0.0005352,0.0001784
25,4563.63,0.97915,0.55737,0.91989,0.85885,0.76335,0.81416,0.54705,0.95696,0.55673,0.91044,0.0002976,9.92e-05,0.0002976,9.92e-05,0.0002976,9.92e-05,0.0002976,9.92e-05
